Chimp,chimpanzee,Animals,alarms
Elk,elk,Animals,alarms
Moose,moose,Animals,alarms
Blue Jay,bluejay,Birds,alarms
Canadian Geese 1,canadian_geese,Birds,alarms
Canadian Geese 2,canadian_geese_2,Birds,alarms
Cardinal,cardinal,Birds,alarms
Horned Owl,horned_owl,Birds,alarms
Mallard Duck,mallard_duck,Birds,alarms
Owl,owl,Birds,alarms
Peacock,peacock,Birds,alarms
Rooster,rooster,Birds,alarms
Turkey,turkey,Birds,alarms
Air Raid Siren,air_raid_siren,Common,alarms
Alarm Clock,alarm_clock,Common,alarms
Firetruck,firetruck,Common,alarms
Radio Emergency,radio_interruption,Common,alarms
Railroad Crossing,railroad_crossing_bell,Common,alarms
Red Alert,redalert,Common,alarms
Sonic Boom,sonic_boom,Common,alarms
Tornado Alert,tornado_alert,Common,alarms
Tv Off Air,tv_off_air,Common,alarms
Weather Alert,weather_alert,Common,alarms
Annoy Your Friends,strange_noise,Funny Noises,alarms
Bubbling,bubbling,Funny Noises,alarms
Drummer,drummer,Funny Noises,alarms
Flushing Toilet,flush,Funny Noises,alarms
Ha Ha Ha,hahaha,Funny Noises,alarms
Ovation,ovation,Funny Noises,alarms
Aww,aww,alerts
Beep 1,ba_deep,alerts
Beep 2,ba_doop,alerts
Beep 3,beep,alerts
Beeps 1,beep_boodoop,alerts
Beeps 2,bo_deep,alerts
Beeps 3,boop_beep,alerts
Bull whip,two_cracks,alerts
Car Horn,honkhonk,alerts
Dat Mommy's,that_mommies,alerts
Fog Horn,fog_horn,alerts
Imminent Doom,dun_dun_dun,alerts
Morse Code,morse_code,alerts
Nope,nope,alerts
Sad Trombone,sad_trombone,alerts
Sonar,sonar,alerts
Stapler,stapler,alerts
Thank You,thankyou,alerts
Tick,tick,alerts
Tick Tock,metronome,alerts
Tick Tock 2,tick_tock,alerts
Ting,ting,alerts
Tit Tit,tit_tit,alerts
Tock,tock,alerts
Tong Tong,tong_tong,alerts
